feature,frekuensi,sentiment
see artist,1,positive
see attraction,1,negative
see better,1,positive
see blue,1,positive
see chinese,1,negative
see clockstoppers,1,negative
see coming,1,negative
see could,1,positive
see darker,1,negative
see delightful,1,positive
see devastating,1,positive
see director,1,positive
see end,1,negative
see eyes,1,positive
see familiar,1,positive
see fans,1,positive
see far,1,negative
see feature,1,positive
see film,1,negative
see final,1,positive
see forest,1,positive
see harrowing,1,positive
see haunted,1,negative
see horrible,1,positive
see joy,1,positive
see karen,1,positive
see many,1,negative
see mendes,1,positive
see michael,1,positive
see movie,4,negative
see movie,4,positive
see not_match,1,negative
see on,1,negative
see one,1,negative
see one,2,positive
see oneis,1,negative
see ones,1,negative
see other,1,negative
see out,1,negative
see passion,1,positive
see people,1,positive
see performance,1,positive
see picture,1,positive
see piece,1,negative
see piscopo,1,positive
see rob,1,positive
see romance,1,positive
see samira,1,positive
see scratch,1,positive
see simone,1,negative
see some,1,negative
see something,1,positive
see soon,1,positive
see stupid,1,negative
see terrific,1,positive
see terrorists,1,negative
see theater,1,negative
see three,2,positive
see true,1,positive
see turd,1,negative
see twice,1,positive
see two,1,negative
see unique,1,positive
see without,1,positive
see world,1,positive
see zero,1,negative
seed,1,negative
seed hotel,1,negative
seeds,1,positive
seeds reveal,1,positive
seedy,1,positive
seedy clash,1,positive
seeing,7,negative
seeing,18,positive
seeing all,1,positive
seeing analyze,1,positive
seeing bad,1,negative
seeing evolve,1,positive
seeing film,1,negative
seeing film,1,positive
seeing former,1,negative
seeing just,1,positive
seeing justice,1,positive
seeing least,1,positive
seeing movie,1,negative
seeing other,1,positive
seeing otherwise,1,negative
seeing scorpion,1,negative
seeing series,1,positive
seeing something,1,positive
seeing things,1,positive
seeing trite,1,negative
seek,2,negative
seek,3,positive
seek justice,1,positive
seek out,1,negative
seek remake,1,positive
seek strike,1,negative
seek tears,1,positive
seeking,5,negative
seeking,4,positive
seeking anyone,1,negative
seeking christian,1,positive
seeking definitive,1,negative
seeking dollars,1,negative
seeking existent,1,negative
seeking foster,1,positive
seeking pull,1,negative
seeking summer,1,positive
seeks,2,negative
seeks,2,positive
seeks excitement,1,negative
seeks rely,1,negative
seeks transcend,1,positive
seem,39,negative
seem,17,positive
seem abbassis,1,positive
seem appealing,1,negative
seem ask,1,positive
seem authentic,1,positive
seem barely,1,negative
seem bound,1,negative
seem cleverly,1,negative
seem conjured,1,negative
seem contest,1,negative
seem deceptively,1,positive
seem disappointing,1,negative
seem downright,1,negative
seem fresh,1,positive
seem genuine,1,positive
seem goofy,1,negative
seem graceless,1,negative
seem great,1,negative
seem heroic,1,positive
seem hit,1,negative
seem impersonal,1,negative
seem introverted,1,positive
seem irritatingly,1,negative
seem keep,1,positive
seem least,1,negative
seem less,1,negative
seem like,5,negative
seem like,1,positive
seem long,1,negative
seem more,1,negative
seem motivated,1,negative
seem not_hobby,1,negative
seem odd,1,positive
seem one,1,negative
seem picked,1,negative
seem possible,1,positive
seem pretty,1,positive
seem real,1,negative
seem repetitive,1,negative
seem right,1,positive
seem self,1,negative
seem sincere,1,negative
seem smart,1,negative
seem smug,1,negative
seem sure,1,negative
seem surefire,1,positive
seem think,1,negative
seem tired,1,negative
seem tiresomely,1,negative
seem twice,1,negative
seem understand,1,positive
seem weird,1,negative
seemed,2,negative
seemed bored,1,negative
seemed wasted,1,negative
seeming,2,negative
seeming,2,positive
seeming actors,1,positive
seeming just,1,negative
seeming purpose,1,negative
seeming refreshingly,1,positive
seemingly,5,negative
seemingly,2,positive
seemingly disgusted,1,negative
seemingly eternal,1,negative
seemingly irreconcilable,1,positive
seemingly out,1,positive
seemingly shrewd,1,negative
seemingly sincere,1,negative
seemingly vehicle,1,negative
seems,55,negative
seems,25,positive
seems altogether,1,negative
seems based,1,positive
seems bit,1,negative
seems bit,1,positive
seems bitterly,1,positive
seems care,1,negative
seems care,1,positive
seems cared,1,negative
seems coasting,1,negative
seems content,1,negative
seems contrived,1,negative
seems deflated,1,negative
seems directly,1,positive
seems disappointingly,1,negative
seems dumped,1,negative
seems elicit,1,positive
seems embarrassed,2,negative
seems endless,1,negative
seems enjoy,1,positive
seems entirely,1,negative
seems even,1,negative
seems everything,1,positive
seems exist,1,negative
seems exploring,1,positive
seems far,1,negative
seems film,1,positive
seems forgotten,1,negative
seems fried,1,negative
seems go,1,negative
seems horrifyingly,1,positive
seems idling,1,negative
seems impossible,1,positive
seems include,1,positive
seems inconceivable,1,negative
seems interested,1,negative
seems intimidated,1,negative
seems just,1,negative
seems just,1,positive
seems kinda,1,negative
seems knack,1,negative
seems larger,1,positive
seems like,4,negative
seems like,3,positive
seems little,1,positive
seems manufactured,1,negative
seems mind,1,negative
seems missing,1,negative
seems more,2,negative
seems most,1,positive
seems obligatory,1,negative
seems play,1,negative
seems prostituted,1,negative
seems ransacked,1,negative
seems real,1,positive
seems really,1,negative
seems recharged,1,positive
seems remain,1,negative
seems safe,1,negative
seems simple,1,negative
seems suited,1,negative
seems tailor,1,negative
seems take,1,negative
seems terrified,1,negative
seems though,1,positive
seems timely,1,positive
seems times,1,positive
seems twice,1,negative
seems uncertain,1,negative
seems want,2,negative
seems watered,1,negative
seems worse,1,negative
seems worth,1,negative
seen,20,negative
seen,33,positive
seen all,2,negative
seen all,1,positive
seen also,1,positive
seen american,1,positive
seen beneath,1,positive
seen better,1,negative
seen city,1,positive
seen constantly,1,positive
seen debated,1,positive
seen eddie,1,negative
seen end,1,negative
seen everywhere,1,positive
seen exact,1,negative
seen eyes,2,positive
seen film,1,positive
seen forget,1,negative
seen george,1,negative
seen halle,1,positive
seen hip,1,negative
seen hippie,1,positive
seen hunger,1,positive
seen independent,1,negative
seen jackass,1,negative
seen just,1,positive
seen light,1,positive
seen many,1,positive
seen meander,1,negative
seen movie,1,negative
seen movie,1,positive
seen on,4,positive
seen other,1,negative
seen pornography,1,negative
seen right,1,positive
seen since,1,positive
seen some,1,negative
seen stomp,1,positive
seen summer,1,negative
seen work,1,positive
seen years,1,positive
seen yet,1,positive
seeping,1,positive
seeping consciousness,1,positive
sees,2,negative
sees,5,positive
sees chance,1,positive
sees film,1,positive
sees mishmash,1,negative
sees relationships,1,positive
sees working,1,negative
seesawing,1,negative
seesawing,1,positive
seesawing generalis,1,positive
seesawing hard,1,negative
segal,1,positive
segment,2,negative
segment,1,positive
segment already,1,negative
segment pop,1,negative
segment populace,1,positive
seigner,1,positive
seigner mr,1,positive
seinfeld,2,negative
seinfeld also,1,negative
seinfeld deadpan,1,negative
seizing,1,negative
seizing on,1,negative
seizures,1,positive
selby,1,negative
selby jr,1,negative
seldahl,2,positive
seldahl desperate,1,positive
seldahl sven,1,positive
seldhal,1,negative
seldhal give,1,negative
seldom,1,positive
seldom hammy,1,positive
selection,2,negative
selection,1,positive
selection outtakes,1,negative
selection scenes,1,negative
self,46,negative
self,37,positive
self absorbed,1,negative
self absorption,1,positive
self aggrandizing,1,positive
self amused,1,negative
self assured,1,positive
self aware,1,negative
self aware,1,positive
self awareness,1,negative
self awareness,1,positive
self caricature,1,positive
self centered,1,positive
self congratulation,2,negative
self conscious,5,negative
self conscious,3,positive
self consciously,3,negative
self control,1,negative
self critical,1,positive
self defeatingly,1,negative
self delusion,1,positive
self deprecating,1,negative
self deprecating,2,positive
self derrida,1,positive
self destructive,2,positive
self destructiveness,1,positive
self determination,1,positive
self discovery,3,positive
self empowering,1,negative
self esteem,3,positive
self examination,1,negative
self exploitation,1,positive
self expression,1,positive
self flagellation,1,negative
self glorification,1,negative
self glorification,1,positive
self glorified,1,negative
self hating,1,positive
self hatred,2,positive
self image,1,negative
self important,2,negative
self important,1,positive
self indulgence,2,negative
self indulgent,5,negative
self indulgent,2,positive
self inflicted,1,positive
self knowledge,1,negative
self mocking,1,positive
self mutilation,1,positive
self orgasm,1,negative
self parody,2,negative
self pitying,1,negative
self preservation,1,negative
self preservation,1,positive
self promoter,1,negative
self promotion,1,negative
self reflection,1,positive
self reflexive,1,positive
self revealing,1,positive
self righteous,1,negative
self righteousness,1,negative
self sacrifice,1,negative
self satisfaction,1,negative
self satisfied,1,negative
self serious,1,negative
self styled,1,negative
sell,4,negative
sell,1,positive
sell amp,1,negative
sell highest,1,negative
sell image,1,negative
sell us,1,positive
seller,1,negative
seller smart,1,negative
sellers,1,negative
sellers kenneth,1,negative
selling,1,positive
selling point,1,positive
selves,1,positive
semen,1,positive
semen other,1,positive
semi,3,negative
semi,2,positive
semi amusing,1,negative
semi autobiographical,1,negative
semi stable,1,positive
semi surrealist,1,positive
semimusical,1,positive
semimusical rendition,1,positive
semitism,2,positive
semitism ever,1,positive
semitism neo,1,positive
send,4,negative
send,2,positive
send audiences,1,positive
send cranky,1,negative
send proper,1,negative
send regrets,1,negative
send shivers,1,negative
send up,1,positive
sending,1,negative
sending audience,1,negative
sends,2,positive
sends away,1,positive
sends out,1,positive
sensation,1,negative
sensation,1,positive
sensation longing,1,positive
sensation not_definitive,1,negative
sensational,1,negative
sensational,4,positive
sensational denouements,1,positive
