sentiment,comment,preprocessed
negative,"It might not be s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",might NOT_animation everything else straight saturday morning cartoons retread story bad writing same old silliness
negative,"The picture seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .",picture seems uncertain whether wants acidic all male all eve lush swooning melodrama intermezzo strain
negative,"A nearly \/ hours , the film is way too indulgent .",nearly hours film way indulgent
negative,Gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .,gorgeous look insufferably tedious turgid curiously constricted epic
negative,"With a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent , but as is , Personal Velocity seems to be idling in neutral .",tighter editorial process firmer direction material could work especially since actresses lead roles all more competent personal velocity seems idling neutral
negative,Doesn't really add up to much .,really NOT_add up much
negative,"It's better suited for the history or biography channel , but there's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind .",better suited history biography channel thereis NOT_arguing tone movie leaves bad taste mouth questions on mind
negative,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .,entertainment love overinflated mythology NOT_longer recognizes needs moviegoers real characters compelling plots
negative,A prolonged extrusion of psychopathic pulp .,prolonged extrusion psychopathic pulp
negative,Borrows from other movies like it in the most ordinary and obvious fashion .,borrows other movies like most ordinary obvious fashion
negative,It's surprisingly bland despite the heavy doses of weird performances and direction .,surprisingly bland despite heavy doses weird performances direction
negative,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",chilly remote emotionally distant piece dull tagline space NOT_one hear snore
negative,"The characters seem one-dimensional , and the film is superficial and will probably be of interest primarily to its target audience .",characters seem one dimensional film superficial probably interest primarily target audience
negative,"Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .",sorvino makes princess seem smug cartoonish film really comes alive poor hermocrates leontine pathetically compare notes budding amours
negative,It's like a drive-by .,like drive
